id,cat1,cat2,cat3,cat4,cat5,cat6,cat7,cat8,cat9,cat10,cat11,cat12,cat13,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39,cat40,cat41,cat42,cat43,cat44,cat45,cat46,cat47,cat48,cat49,cat50,cat51,cat52,cat53,cat54,cat55,cat56,cat57,cat58,cat59,cat60,cat61,cat62,cat63,cat64,cat65,cat66,cat67,cat68,cat69,cat70,cat71,cat72,cat73,cat74,cat75,cat76,cat77,cat78,cat79,cat80,cat81,cat82,cat83,cat84,cat85,cat86,cat87,cat88,cat89,cat90,cat91,cat92,cat93,cat94,cat95,cat96,cat97,cat98,cat99,cat100,cat101,cat102,cat103,cat104,cat105,cat106,cat107,cat108,cat109,cat110,cat111,cat112,cat113,cat114,cat115,cat116,cont1,cont2,cont3,cont4,cont5,cont6,cont7,cont8,cont9,cont10,cont11,cont12,cont13,cont14,loss
6960,A,B,B,B,A,A,B,B,B,B,B,A,A,A,A,B,A,A,A,A,A,A,B,B,B,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,B,B,B,C,B,B,D,A,B,B,A,A,D,D,A,E,C,A,F,G,J,B,A,H,L,G,F,H,BI,EB,M,A,BD,A,H,HX,0.29201,0.681761,0.944251,0.383428,0.356315,0.346681,0.997306,0.32843,0.16265,0.42284,0.936962,0.930665,0.181433,0.404525,30194.39
6961,A,B,A,A,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,A,A,C,B,B,B,A,A,A,C,A,C,D,D,E,C,A,P,M,C,A,B,E,E,G,F,B,BI,EL,A,AK,K,C,K,DJ,0.513457,0.620805,0.57136,0.594598,0.405415,0.416181,0.349614,0.62918,0.5063,0.37493,0.338312,0.338446,0.315758,0.47119,1740.97
6964,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,D,B,B,B,D,B,B,C,B,D,B,D,A,A,B,H,D,B,C,E,A,C,T,F,A,A,D,I,F,H,H,G,AB,A,A,A,BM,A,O,LB,0.824083,0.199504,0.201309,0.493605,0.800402,0.611356,0.414271,0.63475,0.79734,0.64056,0.6075,0.612906,0.73885,0.407215,5506.36
6967,A,B,A,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,B,B,B,C,B,B,C,A,A,A,A,A,C,D,D,E,C,A,P,G,C,A,A,E,F,H,F,B,BI,BT,I,J,AX,A,K,DP,0.497513,0.827585,0.54977,0.452887,0.499798,0.350956,0.376887,0.58354,0.44352,0.39599,0.341813,0.352251,0.342239,0.383475,6601.11
6975,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,D,B,B,D,D,B,B,A,B,B,B,A,A,A,G,H,D,D,D,E,D,A,P,I,A,A,D,C,F,L,H,B,BI,AD,A,AN,AF,A,L,CB,0.250788,0.827585,0.832339,0.215482,0.295397,0.176991,0.265124,0.2638,0.2875,0.21983,0.239678,0.236124,0.315758,0.261748,2020.43
6976,A,B,A,A,B,A,A,A,B,B,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,D,B,D,B,D,B,A,C,B,B,B,A,A,A,A,A,C,D,C,E,E,A,K,L,L,A,B,D,F,H,I,A,BI,CL,A,AS,BN,A,L,EC,0.189391,0.488789,0.944251,0.432728,0.902259,0.385965,0.436463,0.51256,0.29269,0.32446,0.453334,0.443374,0.354344,0.708281,6294.57
6983,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,A,B,D,B,A,A,A,G,H,D,B,C,D,C,D,T,F,A,A,A,H,E,G,K,K,BI,EB,A,J,Y,E,Q,IF,0.481573,0.422197,0.215772,0.713852,0.534484,0.671047,0.529729,0.55421,0.53565,0.47225,0.4922,0.481306,0.773235,0.381147,2598.39
6986,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,A,D,C,B,B,B,A,A,A,A,A,C,D,D,E,C,A,P,K,A,A,A,F,G,H,F,B,AB,BT,A,AD,X,I,J,GC,0.490265,0.555782,0.54977,0.83324,0.422268,0.330096,0.337263,0.68308,0.40455,0.47779,0.464956,0.481306,0.318646,0.793199,1475.13
6987,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,C,A,B,B,B,A,A,A,G,H,D,D,D,E,C,A,P,L,C,A,A,G,H,H,F,B,BI,CS,A,A,AE,A,K,HK,0.54667,0.785784,0.692825,0.327354,0.87101,0.360931,0.413194,0.26847,0.46226,0.50556,0.715131,0.701926,0.345247,0.400454,3756.73
6988,A,B,B,A,A,A,A,A,A,B,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,B,A,A,D,D,C,E,C,A,D,L,F,A,A,E,E,H,F,A,BI,CS,A,AH,AE,A,J,DJ,0.455585,0.555782,0.527991,0.373816,0.422268,0.317735,0.392775,0.25918,0.35897,0.42828,0.327915,0.32157,0.276878,0.236651,3461.1
6990,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,B,D,E,E,A,P,I,A,A,B,D,D,K,G,B,AB,AI,A,AH,X,C,L,CR,0.283689,0.199504,0.246911,0.886774,0.651246,0.207627,0.246802,0.64027,0.31945,0.21983,0.169206,0.167768,0.293178,0.239711,1709.54
6992,B,B,A,B,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,A,A,C,B,D,B,A,A,A,A,A,C,D,C,E,A,D,T,I,C,A,B,K,H,F,J,K,BI,CO,C,O,S,A,O,MD,0.62663,0.827585,0.506105,0.83884,0.858841,0.805849,0.633885,0.66201,0.65824,0.67065,0.909611,0.935432,0.743962,0.487619,1120.56
6993,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,B,B,A,C,B,B,B,A,A,A,B,H,D,D,E,E,E,A,S,F,A,A,B,D,E,J,I,I,AB,CO,A,AK,Q,A,M,CR,0.270907,0.555782,0.728827,0.722125,0.758711,0.295979,0.267632,0.56011,0.33237,0.29134,0.301022,0.295524,0.41743,0.463852,1922.74
6994,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,A,C,B,B,B,A,A,A,A,A,D,D,C,E,D,A,K,I,A,A,C,C,D,L,J,A,AE,CM,A,J,AF,A,M,CB,0.138128,0.737068,0.527991,0.215482,0.551723,0.189484,0.260534,0.25918,0.2418,0.2123,0.169206,0.167768,0.339244,0.385732,878.69
6998,A,B,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,C,A,D,B,D,E,E,A,P,M,D,A,A,C,E,K,H,B,BI,EB,A,AN,AE,J,L,CI,0.289618,0.422197,0.65431,0.354893,0.422268,0.186254,0.327081,0.27797,0.32128,0.24355,0.209813,0.207184,0.30435,0.282981,2563.61
7000,A,B,A,A,A,A,A,A,B,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,A,B,D,B,A,A,A,G,H,D,D,C,E,C,D,T,F,F,A,A,F,F,G,J,E,BI,CS,A,AD,H,A,N,GS,0.34609,0.620805,0.844219,0.284048,0.340543,0.58992,0.774333,0.61795,0.46017,0.52221,0.678924,0.665644,0.598688,0.795244,1993.85
7001,A,B,A,B,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,B,A,D,B,D,B,D,B,B,C,B,D,D,D,A,A,B,A,D,B,C,E,A,C,T,O,D,B,A,I,E,F,H,G,BI,BP,I,E,BM,A,P,LB,0.906783,0.358319,0.187583,0.493605,0.794794,0.815239,0.579065,0.72775,0.91708,0.70866,0.6075,0.594646,0.822493,0.824377,8071
7006,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,A,C,B,D,B,A,A,A,A,A,D,D,C,E,E,D,T,J,A,A,C,E,E,I,K,K,BI,CS,A,AV,AE,A,O,DJ,0.338258,0.785784,0.65431,0.373816,0.422268,0.407919,0.407105,0.32843,0.32128,0.44467,0.377724,0.369858,0.605077,0.315841,2200.12
7008,A,B,A,B,A,A,A,A,B,A,B,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,D,A,A,A,A,D,B,C,E,E,C,T,I,J,A,A,E,E,I,G,G,BI,DX,C,E,BM,A,N,DS,0.730887,0.555782,0.317666,0.442784,0.281143,0.419042,0.32904,0.566,0.78199,0.47779,0.304315,0.298713,0.592264,0.808718,2090.08
7013,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,C,C,C,A,A,B,C,C,A,A,A,G,H,D,D,E,E,G,E,R,F,A,A,A,G,F,F,I,F,BI,CS,A,AR,BN,A,N,HQ,0.66248,0.785784,0.728827,0.422727,0.465115,0.717176,0.536117,0.54236,0.68419,0.72223,0.75169,0.738791,0.689974,0.417044,1347.16
7017,A,B,A,A,B,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,D,D,A,A,A,A,D,B,C,E,A,C,T,L,I,A,B,J,F,G,J,G,BI,EG,A,AH,AD,A,O,LF,0.671496,0.299102,0.280933,0.705434,0.281143,0.703874,0.43848,0.74174,0.64296,0.7877,0.711942,0.714544,0.810511,0.246092,2699.3
7019,A,B,A,B,A,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,B,A,D,B,D,B,D,A,B,C,B,B,B,A,A,A,A,A,C,A,D,E,C,A,P,J,I,C,A,F,E,H,E,B,BI,EL,C,AN,AY,A,J,HA,0.491714,0.047297,0.201309,0.594598,0.61906,0.287475,0.254589,0.32317,0.35511,0.33428,0.291268,0.301921,0.236253,0.258758,2379.1
7020,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,G,H,D,D,D,D,E,A,P,I,C,A,A,D,D,H,G,B,BI,CL,A,AN,K,A,K,CN,0.360665,0.827585,0.692825,0.921781,0.916543,0.330356,0.3161,0.64027,0.37065,0.39599,0.239678,0.236124,0.345247,0.283561,631.69
7021,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,B,C,B,B,B,A,A,A,A,A,D,D,D,E,E,A,P,I,A,A,A,D,E,J,G,B,BI,EG,C,N,BM,F,L,CK,0.347403,0.785784,0.61366,0.473202,0.939556,0.242437,0.289949,0.24564,0.30859,0.32935,0.223038,0.220003,0.333292,0.602899,1065.3
7025,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,B,B,B,B,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,D,B,B,B,D,B,B,C,B,B,B,A,A,A,A,A,C,D,D,E,C,A,P,I,A,A,A,E,E,H,F,B,BI,BT,Q,AH,X,A,J,DP,0.496063,0.737068,0.54977,0.948643,0.422268,0.379574,0.369498,0.68308,0.40455,0.47779,0.359572,0.352251,0.310026,0.255919,2967.54
7026,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,D,D,D,B,C,B,B,B,A,A,A,A,A,D,D,C,E,C,A,D,N,A,A,D,F,G,G,E,A,BI,BT,A,AN,A,A,J,HB,0.516355,0.245921,0.762059,0.208655,0.405415,0.431978,0.554714,0.3026,0.39447,0.39068,0.678924,0.665644,0.266328,0.283021,1692.4
7029,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,A,D,C,B,B,B,A,A,A,B,H,C,D,E,E,A,A,S,F,A,A,B,E,E,G,G,D,BI,CL,A,AS,BO,A,K,EY,0.421331,0.358319,0.54977,0.259793,0.281143,0.43718,0.570138,0.36636,0.427,0.41204,0.334828,0.328268,0.333292,0.709666,1743.04
7030,B,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,B,A,D,C,C,D,A,D,T,O,A,A,A,K,F,G,L,K,BI,EG,C,D,L,E,P,LN,0.586522,0.299102,0.230975,0.761209,0.281143,0.78973,0.687271,0.82252,0.58325,0.80218,0.757468,0.74464,0.859764,0.688406,914.42
7034,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,D,B,B,D,D,B,B,C,B,D,B,A,A,A,B,H,D,B,C,E,C,D,T,F,A,A,A,G,E,H,K,K,BI,C,A,AS,BM,N,R,HJ,0.391956,0.245921,0.230975,0.432728,0.602545,0.510936,0.513845,0.48864,0.36285,0.20496,0.388786,0.380595,0.648701,0.717316,1162.28
7035,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,C,B,D,B,D,A,A,B,H,C,B,C,E,A,C,T,F,A,A,D,K,E,E,I,G,BI,EB,A,AV,Y,A,P,LO,0.872274,0.488789,0.26357,0.62377,0.635304,0.889474,0.681921,0.80438,0.90264,0.80218,0.644013,0.785706,0.851532,0.316296,3499.35
7038,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,D,B,C,B,B,B,A,A,A,A,A,D,B,D,E,A,A,P,N,A,A,B,G,G,F,E,B,BI,CI,A,N,M,C,I,HK,0.59912,0.245921,0.592681,0.554673,0.281143,0.465128,0.566506,0.40603,0.521,0.59869,0.644013,0.641454,0.284958,0.599415,1600.42
7039,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,D,B,C,B,D,B,A,A,A,B,H,D,B,C,E,A,C,T,F,A,A,A,I,E,F,H,G,BI,EB,A,AS,Y,E,O,KW,0.870976,0.620805,0.230975,0.614134,0.635304,0.825632,0.538056,0.80058,0.90264,0.80218,0.550529,0.623714,0.804291,0.708589,3300.29
7041,A,A,A,A,B,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,B,A,A,A,A,A,D,B,B,B,B,D,B,C,B,D,B,D,A,A,B,H,D,B,C,B,G,C,T,F,A,B,C,L,E,C,F,G,BI,CO,A,AS,S,E,J,GA,0.964279,0.488789,0.246911,0.722125,0.666857,0.981077,0.805569,0.7725,0.9833,0.99451,0.853569,0.843026,0.824432,0.731913,4310.35
7045,A,A,A,A,B,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,B,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,D,B,B,B,C,A,A,A,B,A,C,A,A,A,B,H,C,B,A,E,C,A,E,F,A,B,E,K,K,F,D,H,BI,CL,A,S,K,A,F,LY,0.34347,0.299102,0.356819,0.802892,0.281143,0.359034,0.91509,0.49462,0.34745,0.55533,0.895938,0.887214,0.11781,0.680999,1816.65
7059,B,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,B,A,D,D,C,E,C,D,T,I,A,A,A,G,F,G,J,E,BI,EG,A,AW,AN,C,N,HG,0.432682,0.422197,0.54977,0.215482,0.281143,0.60491,0.757528,0.32317,0.39447,0.5,0.550529,0.55738,0.605077,0.837117,1052.18
7060,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,B,D,C,B,B,B,A,A,A,B,H,D,B,D,E,A,A,P,F,A,A,B,G,G,F,E,B,BI,EF,A,AN,Q,E,J,HK,0.630691,0.681761,0.57136,0.705434,0.758711,0.507409,0.458423,0.55421,0.66201,0.60401,0.588753,0.630853,0.348267,0.273861,8700.25
7062,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,D,B,D,B,D,B,A,C,B,B,B,A,A,A,B,H,B,D,C,E,C,A,D,F,A,A,A,G,I,H,F,A,BI,BT,E,I,AX,A,J,HK,0.380957,0.620805,0.692825,0.432728,0.568839,0.31748,0.388663,0.71817,0.36285,0.39599,0.711942,0.698722,0.266328,0.293701,2158.92
7063,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,D,B,B,D,D,B,B,C,B,D,B,A,A,A,A,A,D,D,C,E,E,D,T,G,D,A,A,D,F,H,K,K,BI,CL,A,AH,BN,A,O,EC,0.278999,0.737068,0.944251,0.432728,0.96195,0.478902,0.518898,0.53642,0.31039,0.42284,0.453334,0.443374,0.611431,0.254237,1401.8
7071,A,B,B,B,B,A,A,A,B,B,A,B,A,A,A,B,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,D,B,D,A,A,C,B,D,D,A,A,B,A,A,C,B,C,E,E,D,T,J,I,A,B,H,F,J,P,K,AB,DW,C,AK,AJ,A,S,FR,0.113337,0.358319,0.162313,0.259793,0.508483,0.364737,0.318987,0.29758,0.17321,0.2123,0.415029,0.424625,0.709578,0.481366,5245.14
7072,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,D,B,D,D,B,B,B,A,B,B,B,A,A,A,G,H,D,D,D,E,C,A,P,O,A,A,A,F,H,I,F,B,BI,EB,E,E,AE,A,K,GS,0.480125,0.299102,0.745801,0.309621,0.61906,0.301647,0.360121,0.26847,0.41471,0.43919,0.6075,0.594646,0.315758,0.814195,6934.98
7074,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,D,B,B,D,D,B,A,C,B,B,B,A,A,A,A,A,D,B,C,E,E,A,K,I,A,A,A,D,F,J,F,A,AB,C,C,X,BM,A,I,CK,0.2348,0.299102,0.711159,0.473202,0.718531,0.182014,0.325238,0.27797,0.30859,0.27777,0.239678,0.241676,0.177507,0.562414,1233.1
7075,A,B,A,B,A,A,A,A,B,B,B,B,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,B,A,A,A,A,D,B,B,B,D,B,B,C,B,A,C,A,A,A,A,A,D,B,C,E,C,A,J,L,M,A,A,K,K,F,D,H,BI,AC,C,N,K,A,F,LY,0.34347,0.078346,0.356819,0.802892,0.281143,0.36993,0.751495,0.2732,0.34745,0.55533,0.888438,0.879347,0.116431,0.598925,6672.67
